Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,DC CORRIDOR,1184 Broadway,"HANGTOWN CT4K; Behind McDonald's in back parking lot
HANGTOWN DC1; Behind McDonald's in back parking lot 
HANGTOWN DC2; Behind McDonald's in the the back parking lot ",Placerville,CA,95667,,888-758-4389,E,,Public,24 hours daily,,,,,,2,4,,ChargePoint Network,https://www.chargepoint.com,200-9,38.730653,-120.78854,2020-12-30,159024,2020-12-30 00:25:24 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.2 per additional hour from 4:00 PM to 9:00 PM, $0.4 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,6080 CENTER DR,6100 Center Dr,"HHC11-6100; L2 east wall
HHC12-6100; L2 on the east wall
HHC13-6100; L2 east wall
HHC14-6100; L2 east wall",Los Angeles,CA,90045,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.977036,-118.392419,2020-12-30,159025,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.5 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR,US-101,LAYTONVILLE DC1; -,Laytonville,CA,95454,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,39.6892481,-123.4832916,2020-12-30,159026,2020-12-30 00:25:24 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.2 per additional hour from 4:00 PM to 9:00 PM, $0.4 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR,4040 Rd 89,"CHEVRON D. DC1; In Chevron Parking Lot
CHEVRON D. L2; In Chevron parking lot",Dunnigan,CA,95937,,888-758-4389,E,,Public,24 hours daily,,,,,,2,2,,ChargePoint Network,https://www.chargepoint.com,200-9,38.881138,-121.971362,2020-12-30,159027,2020-12-30 00:25:24 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.2 per additional hour from 4:00 PM to 9:00 PM, $0.4 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,AV HARLEY,1759 W Ave J 12,DCFAST HOG,Lancaster,CA,93534,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.680115,-118.16331,2020-12-30,159028,2020-12-30 00:25:24 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $0.1 per additional hour, $0.19 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,SEACREST,2241 Price St,SEACREST 2; -,Pismo Beach,CA,93449,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.1484866,-120.6496554,2020-12-30,159029,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.4 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,LCF PARK&RIDE;,4475 Indiana Ave.,WINERY CYN; Winery Canyon Trail Head Parking Lot - North Side,La Cañada Flintridge,CA,91011,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.20889,-118.21038,2020-12-30,159030,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,SEACREST,2131 Price St,SEACREST 1; -,Pismo Beach,CA,93449,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.1482395,-120.6491838,2020-12-30,159031,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.4 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,LCF PARK&RIDE;,1800 Foothill Blvd,"MAYORS DISC PRK; Mayor’s Discovery Park, SW corner of parking lot",La Cañada Flintridge,CA,91011,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.211033,-118.215866,2020-12-30,159032,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,AGOURA HILLS,29900 Ladyface Ct,"EV STATION 1; Agoura Hills Recreation Center Rear Parking Lot
EV STATION 2; Agoura Hills Recreation Center Rear Parking Lot",Agoura Hills,CA,91301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,34.14306,-118.775436,2020-12-30,159033,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $2 per additional hour, $1 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,6080 CENTER DR,6080 Center Dr,"HHC19-6080; Near the Elevator
HHC20-6080; Near Elevator
HHC21-6080; Near Elevator
HHC22-6080; Near Elevator
HHC7-6080; -
HHC8-6080; Parking structure ",Los Angeles,CA,90068,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.976454,-118.391831,2020-12-30,159034,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.5 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,DC CORRIDOR,1139 S. Cloverdale Blvd.,"CLOVERDALE DC1; In front of markee by McDonald's
CLOVERDALE DC2; In front of markee by McDonald's
CLOVERDALE L2; In front of markee by McDonald's",Cloverdale,CA,95425,,888-758-4389,E,,Public,24 hours daily,,,,,,2,4,,ChargePoint Network,https://www.chargepoint.com,200-9,38.784028,-123.014815,2020-12-30,159035,2020-12-30 00:25:24 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.2 per additional hour from 4:00 PM to 9:00 PM, $0.4 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,LB OCEANAIRE,150 W Ocean Blvd,"STATION 1 FL 1; -
STATION 1 FL 2
STATION 2 FL 1
STATION 3 FL 1
STATION 3 FL 2
STATION 4 FL 1
STATION 4 FL 2",Long Beach,CA,90802,,888-758-4389,E,,Public,24 hours daily,,,,,,14,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.76626,-118.193151,2020-12-30,159036,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,LONG BEACH,65 Cedar Walk,PIKE 12; -,Long Beach,CA,90802,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.7656498,-118.1959608,2020-12-30,159037,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $1 per additional hour, $0.2284 per kWh, maximum payment of $30",,,,,,,,,,,,,,,,,,,,
ELEC,LCF PARK&RIDE;,740 Foothill Blvd,740 FOOTHILL; On Street,La Cañada Flintridge,CA,91011,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.20209,-118.19536,2020-12-30,159038,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,ONESOUTH,1914 S Pacific Coast Hwy,ONESOUTH1,Redondo Beach,CA,90277,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8161627,-118.3760597,2020-12-30,159039,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.5 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,RAMADA FRESNO,324 E Shaw Ave,FRESNO,Fresno,CA,93710,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.8096354,-119.7830888,2020-12-30,159040,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.5 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,CIVIC CENTER,8111 16th St,CIVICCENTER6; ChargePoint station is located at front of Westminster senior center ,Westminster,CA,92683,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.7584427,-117.9873414,2020-12-30,159041,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,ECCU,915 W Imperial Hwy,EV STATION 1; North side of building (back),Brea,CA,92821,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9189343,-117.9123499,2020-12-30,159042,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $12 per additional hour, $0.2 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,CCSF-SFMTA,345 Sutter St,SUTTER 1; Parking garage level 1,San Francisco,CA,94108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.7893198,-122.4060378,2020-12-30,159044,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CITY HALL EV,6165 Spring Valley Rd,GAZEBO PARKING; Hidden Hills City Hall next to Gazebo ,Hidden Hills,CA,91302,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.1718906,-118.6593094,2020-12-30,159045,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 2 hours, and $1 per additional hour, $1 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE CO APTS,8808 Irvine Center Dr,CENTERPOINTE 5,Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6571068,-117.7495261,2020-12-30,159047,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,6080 CENTER DR,6060 Center Dr,"HHC15-6060; East wall in parking garage level 2
HHC16-6060; East wall of parking garage on level 2
HHC17-6060; On the east wall of Level 2 parking
HHC18-6060; East wall of parking garage",Los Angeles,CA,90045,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.975753,-118.391139,2020-12-30,159048,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.5 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE CO APTS,7725 Gateway,"CENTERPOINTE 2
CENTERPOINTE 3
CENTERPOINTE 4
CENTERPOINTE 6",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.656521,-117.750781,2020-12-30,159049,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,COUNTY EVSE,800 F St,JURY LOT; Jury Parking Lot,Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5846418,-121.4933741,2020-12-30,159050,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,DLR,Magic Way,"PIXAR 06; Parking Structure Pixar 2nd Floor
PIXAR 08; Parking Structure Pixar Level 3
PIXAR 09; Parking Structure Pixar Level 3
PIXAR 12; Parking Structure Pixar Level 3
PIXAR 13; Parking Structure Pixar Level 3
PIXAR 14; Parking Structure Pixar Level 3
PIXAR 15; Parking Structure Pixar Level 3
PIXAR 16; Parking Structure Pixar Level 3",Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,16,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8129491,-117.9267867,2020-12-30,159051,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,DLR,1150 Magic Way,"PIXAR 01; 1st Floor Parking Structure Pixar
PIXAR 02; 1st Floor Parking Structure Pixar
PIXAR 04; Parking Structure Pixar 2nd Floor
PIXAR 05; Parking Structure Pixar 2nd Floor
PIXAR 10; Parking Structure Pixar Level 3
PIXAR 11; Parking Structure Pixar Level 3
PIXAR 17; Parking Structure Pixar Level 3",Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,13,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.809188,-117.927025,2020-12-30,159052,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,DLR,1408 S Walnut St,PIXAR 07; Parking Structure Pixar 2nd Floor,Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8131117,-117.9276999,2020-12-30,159053,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,DLR,1424 S Walnut St,PIXAR 03; Parking Structure Pixar 2nd Floor,Anaheim,CA,92802,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.8127943,-117.9278521,2020-12-30,159054,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.35 per kWh, minimum payment of $1.5",,,,,,,,,,,,,,,,,,,,
ELEC,RCEA EV NETWORK,3750 Rohnerville Rd,"FOCHC EV 1
FOCHC EV 2; Near Front Entrance
FOCHC EV 3; Near to Front Entrance
FOCHC EV 4; -",Fortuna,CA,95540,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,https://www.chargepoint.com,200-8,40.581945,-124.130942,2020-12-30,159055,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.25 per kWh, $0.5 per session",,,,,,,,,,,,,,,,,,,,
ELEC,HIX CHICO,2074 E 20th St,HIX CHICHO 1; -,Chico,CA,95928,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,39.7288545,-121.7990478,2020-12-30,159056,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.75 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,RANCHO VERDE,10557 Los Gatos Street,RANCHO VERDE; Located at the Rancho Verde Apartment property near the main office/community room and mailbox.  ,Ventura,CA,93004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.2868567,-119.1639351,2020-12-30,159058,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $3 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,235 HOTEL - #1,12 Matheson St,235HOTEL; Rear of Parking Lot,Healdsburg,CA,95448,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.6095921,-122.8714734,2020-12-30,159059,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.5 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,MIDTOWN LA,4550 W Pico Blvd,"EV-01
EV-02
MIDTOWN DC; 2nd Fl, P2, along South Wall, Entrance off Venice Blvd.",Los Angeles,CA,90019,,888-758-4389,E,,Public,24 hours daily,,,,,,3,2,,ChargePoint Network,https://www.chargepoint.com,200-9,34.048499,-118.336447,2020-12-30,159060,2020-12-30 00:25:24 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $5 per additional hour, $0.2 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,LINELOFTS,1737 N Las Palmas Ave,"EV 1; Inside parking garage space 4
EV 2; Inside parking garage. Space 2
EV 3; Inside parking garage in space 3",Los Angeles,CA,90028,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,34.102753,-118.336493,2020-12-30,159063,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.17 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,WESTFIELD UTC,8800 Lombard Place,"PALISADE 1; Parking structure, B2 level, space Compact 302
PALISADE 2; Parking structure, B2 level, space LE/FE 332
PALISADE 3; Parking structure, B2 level, Handicap space 285
PALISADE 4; Parking structure, B2 level, space LE/FE 308
PALISADE 5; Parking structure, B2 level, space LE/FE 291
PALISADE 6; Parking structure, B2 level, space LE/FE 296",San Diego,CA,92122,,888-758-4389,E,,Public,24 hours daily,,,,,,11,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.867443,-117.2120705,2020-12-30,159064,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,SAVINA,1302 Kettner Blvd,"SPACES 221-223
SPACES 289-290; SPACE 289,290
SPACES 295-296; Space 295,296
SPACES 355-357; Space 355,357",San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-9,32.71894,-117.169408,2020-12-30,159065,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,SAVINA,1372 Kettner Blvd,"SPACES 148-149
SPACES 155-156; Parking Space 155, 156
SPACES 161-162
SPACES 167-168; 0024:B100:0003:2634
SPACES 169-171
SPACES 175-177
SPACES 215-217
SPACES 299-301
SPACES 303-305
SPACES 359-361; Space 359,361",San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,20,,,ChargePoint Network,https://www.chargepoint.com,200-9,32.719517,-117.169452,2020-12-30,159066,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,FORTIRWINDPW,390 N Loop Rd,"WACH-390-01
WACH-390-02
WACH-390-03
WACH-390-04
WACH-390-05
WACH-390-06
WACH-390-07
WACH-390-08
WACH-390-09
WACH-390-10
WACH-390-11
WACH-390-12
WACH-390-13",Fort Irwin,CA,92310,,888-758-4389,E,,Public,24 hours daily,,,,,,26,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.2720387,-116.6821925,2020-12-30,159067,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $3 per additional hour, $0.16 per kWh, minimum payment of $1.6",,,,,,,,,,,,,,,,,,,,
ELEC,DGS MAIN,1616 Capitol Ave,1615 STATION 4; Monthly Parkers Only 4hr Max,Sacramento,CA,95814,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.5748664,-121.485802,2020-12-30,159068,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,TPCC CHARGE,23401 Civic Center Way,01; Enter Cross Creek entrance.  Charger on the left hand side.,Malibu,CA,90265,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.03827,-118.68572,2020-12-30,159069,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,E-MAIN ENTRANCE,15575 Jimmy Durante Blvd,STATION 1,Del Mar,CA,92014,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.9785018,-117.2558821,2020-12-30,159070,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 3 hours, and $3 per additional hour, $1 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,UNIT 110,5625 Crescent Park W,SPACE 110; Space 110,Los Angeles,CA,90094,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.9720017,-118.4293597,2020-12-30,159071,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $5 per additional hour, $0.32 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,130 Theory,"130 THEORY 01; Stations are in front of the 130 Theory building
130 THEORY 02; Stations are in front of the 130 Theory Bldg.
130 THEORY 03; Stations are in front of the 130 Theory building.
130 THEORY 04; Stations are in front of the 130 Theory Building.",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-8,33.643363,-117.856252,2020-12-30,159072,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,SAN DIEGO,2350 Fleetwood Dr,FAST CHARGER 02; -,Riverside,CA,92509,,888-758-4389,E,,Public,24 hours daily,,,,,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,34.0165266,-117.3803059,2020-12-30,159073,2020-12-30 00:25:24 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,SIMON,13000 Folsom Blvd,"FOLSOM OUTLETS1; Near Merrell Bldg 10
FOLSOM OUTLETS2",Folsom,CA,95630,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.6451,-121.1896,2020-12-30,159075,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.4 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,29B Technology Dr,"29B TECH 01; Stations are in back of the 29B Building.
29B TECH 02; Stations are in back of the 29B Building.
29B TECH 03; Stations are in back of the 29B Building.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.652593,-117.740341,2020-12-30,159076,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,CPW,2030 Century Park W,"EV1
EV2
EV3
EV4",Los Angeles,CA,90067,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-8,34.055432,-118.417879,2020-12-30,159077,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.29 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,30 Pacifica,"30PACIFICA L1 1; Parking rates apply: Station is on Level 1, please follow the signs
30PACIFICA L1 2; Stations are on Parking Level 1.
30PACIFICA L1 3; -
30PACIFICA L3 1; Stations are on Level 3.
30PACIFICA L3 3; Parking Rates Apply: Station is on Level 3, follow signs.
30PACIFICA L3 5; Parking Rates Apply: Stations are on Level 3, follow signs.
30PACIFICA L3 7; Parking Rates Apply: Enter garage and follow signs, stations are on Level 3.
30PACIFICA L3 9; Pay for Parking: Stations are on Level 3 of the parking garage, follow signs.",Irvine,CA,92618,,888-758-4389,E,,Public,24 hours daily,,,,,,14,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.650355,-117.751017,2020-12-30,159078,2020-12-30 00:25:24 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
